image,question,answer,split
elephant_088.jpg,Con vật đang bước đi là con gì?,Con vật đó là một con voi.,train
elephant_088.jpg,Bức ảnh có mấy con voi đang đi?,Bức ảnh có một con voi.,train
elephant_088.jpg,Lớp da của con voi có màu gì?,Lớp da có màu xám nhạt.,train
elephant_088.jpg,Con voi đang giơ cao vòi lên phải không?,"Không, vòi của nó đang thả lỏng.",train
elephant_089.jpg,Hai con vật đối mặt nhau là con gì?,Chúng là những con voi.,train
elephant_089.jpg,Có bao nhiêu cái ngà trong ảnh?,Bức ảnh có bốn cái ngà.,train
elephant_089.jpg,Bầu trời phía trên có màu gì?,Bầu trời có màu xanh lam.,train
elephant_089.jpg,Hai con voi đang quay lưng lại với nhau à?,"Không, chúng đang đối mặt với nhau.",train
elephant_090.jpg,Những con vật đứng trên tuyết là con gì?,Chúng là những con voi.,train
elephant_090.jpg,Bức ảnh này có mấy con voi?,Bức ảnh có hai con voi.,train
elephant_090.jpg,Tuyết trên mặt đất có màu gì?,Tuyết trên mặt đất màu trắng.,train
elephant_090.jpg,Voi con đang đứng trước voi mẹ phải không?,"Có, voi con đứng trước voi mẹ.",train
elephant_091.jpg,Con voi đang trong trạng thái nào?,Con voi đang nằm trên mặt đất.,train
elephant_091.jpg,Có bao nhiêu người ở gần con voi?,Có bốn người ở gần con voi.,train
elephant_091.jpg,Bức ảnh có chụp con voi màu xám không?,"Có, bức ảnh chụp con voi màu xám.",train
elephant_091.jpg,Con voi có đang đứng thẳng không?,"Không, con voi không đứng thẳng.",train
elephant_092.jpg,Con vật trong hình là con gì?,Đây là một chú voi con.,train
elephant_092.jpg,Lớp bùn trên da voi có màu gì?,Lớp bùn trên da có màu đỏ đất.,train
elephant_092.jpg,Vòi của con voi có cuộn lại không?,"Có, vòi của con voi đang cuộn lại.",train
elephant_092.jpg,Có bao nhiêu con voi trong hình?,Chỉ có một con voi trong hình.,train
elephant_093.jpg,Con voi đang đứng ở đâu?,Con voi đang đứng giữa đồng cỏ.,train
elephant_093.jpg,Đồng cỏ xung quanh có màu gì?,Đồng cỏ xung quanh có màu vàng khô.,train
elephant_093.jpg,Con voi này có ngà không?,"Có, con voi này có ngà.",train
elephant_093.jpg,Có mấy con voi đang đứng trên đồng cỏ?,Có một con voi đang đứng trên đồng cỏ.,train
elephant_094.jpg,Đồ vật trên vòi con voi là gì?,Đó là một quả bóng đá.,train
elephant_094.jpg,Có bao nhiêu quả bóng trên vòi voi?,Có một quả bóng trên vòi voi.,train
elephant_094.jpg,Con voi có đang giữ thăng bằng bóng không?,"Có, con voi đang giữ thăng bằng bóng.",train
elephant_094.jpg,Quả bóng có màu xanh lá cây không?,"Không, quả bóng không có màu xanh lá cây.",train
elephant_095.jpg,Chú voi con đang làm gì?,Chú voi con đang đi bộ.,train
elephant_095.jpg,Cỏ xung quanh chú voi có màu gì?,Cỏ xung quanh chú voi có màu xanh lá.,train
elephant_095.jpg,Trong hình có hai con voi phải không?,"Không, trong hình chỉ có một con voi.",train
elephant_095.jpg,Chú voi có đang ở ngoài tự nhiên không?,"Có, chú voi đang ở ngoài tự nhiên.",train
elephant_096.jpg,Con voi đang được trưng bày ở đâu?,Con voi đang được trưng bày trong bảo tàng.,train
elephant_096.jpg,Con voi có bao nhiêu chiếc ngà?,Con voi có hai chiếc ngà dài.,train
elephant_096.jpg,Có người đang xem con voi không?,"Có, có nhiều người đang xem con voi.",train
elephant_096.jpg,Bức tường phía sau con voi có màu gì?,Bức tường phía sau có màu vàng nhạt.,train
elephant_097.jpg,Lớp da của những con voi có màu gì?,Da của những con voi có màu đỏ đất.,train
elephant_097.jpg,Có bao nhiêu con voi đang đi tới?,Có bốn con voi đang đi tới.,train
elephant_097.jpg,Đàn voi có đang đi cùng nhau không?,"Có, đàn voi đang đi cùng nhau.",train
elephant_097.jpg,Trong đàn có voi con không?,"Có, trong đàn có voi con.",train
elephant_098.jpg,Hai con voi đang làm gì với nhau?,Chúng đang chạm đầu vào nhau.,train
elephant_098.jpg,Có bao nhiêu con voi con trong hình?,Có một con voi con trong hình.,train
elephant_098.jpg,Voi con có màu xám phải không?,"Có, voi con có màu xám.",train
elephant_098.jpg,Hai con voi có đang đánh nhau không?,"Không, hai con voi không đánh nhau.",train
elephant_099.jpg,Con voi đang làm gì chiếc xe hơi?,Con voi đang tì người lên chiếc xe.,train
elephant_099.jpg,Chiếc xe hơi trong hình có màu gì?,Chiếc xe hơi trong hình có màu bạc.,train
elephant_099.jpg,Có hai chiếc xe hơi trong ảnh không?,"Không, chỉ có một chiếc xe hơi.",train
elephant_099.jpg,Con voi có đứng trên đường đất không?,"Có, con voi đang đứng trên đường đất.",train
elephant_100.jpg,Con voi đang ở tư thế nào?,Con voi đang ngồi bằng hai chân sau.,train
elephant_100.jpg,Có bao nhiêu người đứng gần con voi?,Có một người đứng gần con voi.,train
elephant_100.jpg,Ngà của con voi có màu trắng không?,"Có, ngà của con voi có màu trắng.",train
elephant_100.jpg,Con voi này có đeo yên cưỡi không?,"Không, con voi không đeo yên cưỡi.",train
chicken_001.jpg,Con vật trong ảnh là con gì?,Đây là một con gà trống.,train
chicken_001.jpg,Có bao nhiêu con gà trong bức ảnh này?,Có một con gà trong ảnh.,train
chicken_001.jpg,Lông của con gà này có màu gì?,Bộ lông của nó màu trắng.,train
chicken_001.jpg,Con gà này đang đứng trên bãi cỏ đúng không?,"Không, nó đứng trên bãi đất.",train
chicken_002.jpg,Con vật có mào đỏ phía trước là con gì?,Đó là một con gà trống.,train
chicken_002.jpg,Bạn nhìn thấy bao nhiêu con gà trống nổi bật nhất?,Tôi thấy hai con nổi bật.,train
chicken_002.jpg,Lông cổ của con gà bên trái có màu gì?,Nó có màu vàng cam.,train
chicken_002.jpg,Những con gà này đang ở ngoài tự nhiên phải không?,"Không, chúng đang ở trong chuồng.",train
chicken_003.jpg,Điểm nổi bật trên đầu con gà là gì?,Đó là một chiếc mào đỏ.,train
chicken_003.jpg,Bạn đếm được bao nhiêu chân của con gà đen?,Tôi đếm được hai cái chân.,train
chicken_003.jpg,Lông đuôi của con gà trống này có màu gì?,Lông đuôi của nó màu đen.,train
chicken_003.jpg,Con gà trống có đang đi bộ trên cỏ không?,"Có, nó đang đi trên cỏ.",train
chicken_004.jpg,Con vật đứng phía trước hàng rào là gì?,Đây là một con gà trống.,train
chicken_004.jpg,Có bao nhiêu con gà mờ ảo ở phía sau?,Có hai con ở phía sau.,train
chicken_004.jpg,Phần cổ của con gà phía trước có màu gì?,Cổ của nó có màu trắng.,train
chicken_004.jpg,Có hàng rào lưới thép trong bức ảnh này không?,"Có, ảnh có hàng rào thép.",train
chicken_005.jpg,Con vật đứng gần ống kính nhất là gì?,Đó là một con gà trống.,train
chicken_005.jpg,Có tổng cộng bao nhiêu con gà trong ảnh?,Có ba con gà trong ảnh.,train
chicken_005.jpg,Mào của hai con gà trống có màu gì?,Mào của chúng có màu đỏ.,train
chicken_005.jpg,Hai con gà có đang đứng dưới bóng râm không?,"Có, chúng đang đứng dưới bóng râm.",train
chicken_006.jpg,Con vật đứng bên trong lồng sắt là con gì?,Đây là một con gà.,train
chicken_006.jpg,Có bao nhiêu vòng nhựa trên chân phải của gà?,Có một vòng nhựa màu xanh.,train
chicken_006.jpg,Lông đuôi của con gà này có màu gì?,Lông đuôi có màu đen.,train
chicken_006.jpg,Gà có đang đứng trên nền đất trống không?,"Không, nó đứng trên rơm khô.",train
chicken_007.jpg,Con vật đang đứng cạnh gốc cây là gì?,Đó là một con gà trống.,train
chicken_007.jpg,Có mấy thân cây xuất hiện phía sau con gà?,Có một thân cây phía sau.,train
chicken_007.jpg,Phần ức của con gà trống có màu gì?,Phần ức có màu đen bóng.,train
chicken_007.jpg,Con gà trống đang đứng trong bóng râm phải không?,"Có, nó đang đứng trong râm.",train
chicken_008.jpg,Con vật có bộ lông trắng muốt là con gì?,Nó là một con gà trống.,train
chicken_008.jpg,Bạn thấy mấy con gà xuất hiện trong hình?,Có hai con gà xuất hiện.,train
chicken_008.jpg,Mỏ của con gà trống màu trắng có màu gì?,Mỏ của nó có màu vàng.,train
chicken_008.jpg,Mặt đất trong ảnh được bao phủ bởi cỏ xanh?,"Không, mặt đất chủ yếu là đất.",train
chicken_009.jpg,Con gà nhỏ hơn bên trái là gà gì?,Đó là một con gà mái.,train
chicken_009.jpg,Có bao nhiêu con gà xuất hiện trên bãi cỏ?,Có hai con gà trên cỏ.,train
chicken_009.jpg,Màu sắc chủ đạo của bãi cỏ là màu gì?,Bãi cỏ có màu xanh lá.,train
chicken_009.jpg,Con gà bên phải có mào lớn hơn con bên trái?,"Có, mào nó lớn hơn hẳn.",train
chicken_010.jpg,Con vật đang bị nhốt trong lồng là gì?,Đây là một con gà.,train
chicken_010.jpg,Có bao nhiêu chân chạm xuống lớp rơm khô?,Có hai chân chạm xuống rơm.,train
chicken_010.jpg,Lông cổ của con gà này có màu gì?,Nó có màu trắng sọc đen.,train
chicken_010.jpg,Chuồng gà này được lót bằng rơm khô phải không?,"Có, chuồng lót bằng rơm khô.",train
chicken_011.jpg,Đây là những con vật gì?,Đây là những con gà.,train
chicken_011.jpg,Có bao nhiêu con gà trong ảnh?,Có ba con gà trong ảnh.,train
chicken_011.jpg,Con gà đứng trước có màu gì?,Nó có màu đen và đỏ cam.,train
chicken_011.jpg,Con gà trống có đang đứng trên đất không?,"Có, nó đang đứng trên mặt đất.",train
chicken_012.jpg,Con vật trong ảnh là gì?,Con vật này là một con gà.,train
chicken_012.jpg,Con gà đang đứng ở đâu?,Con gà đang đứng trên bãi cỏ khô.,train
chicken_012.jpg,Bạn thấy mấy con gà trong hình?,Tôi thấy một con gà trong hình.,train
chicken_012.jpg,Con gà này có bộ lông màu trắng không?,"Không, nó có lông màu đen đỏ.",train
chicken_013.jpg,Có mấy con vật xuất hiện trong ảnh?,Có hai con vật trong bức ảnh.,train
chicken_013.jpg,Lông ở cổ con gà trống màu gì?,Lông ở cổ nó có màu đỏ.,train
chicken_013.jpg,Con vật đứng phía sau là con gì?,Đó là một con gà trống.,train
chicken_013.jpg,Hai con gà có đứng cạnh nhau không?,"Có, chúng đang đứng cạnh nhau.",train
chicken_014.jpg,Con gà bên trái có lông màu gì?,Nó có lông màu nâu nhạt.,train
chicken_014.jpg,Những con gà đang đứng trên vật liệu gì?,Chúng đang đứng trên rơm rạ khô.,train
chicken_014.jpg,Tổng cộng có bao nhiêu con gà?,Có tổng cộng hai con gà.,train
chicken_014.jpg,Hai con vật này có phải là gà không?,"Có, chúng là những con gà.",train
chicken_015.jpg,Bức ảnh chụp con vật nào?,Bức ảnh chụp một con gà trống.,train
chicken_015.jpg,Đuôi của con gà có màu gì?,Đuôi của nó có màu trắng xám.,train
chicken_015.jpg,Bức ảnh hiển thị mấy con vật?,Bức ảnh hiển thị một con vật.,train
chicken_015.jpg,Con gà có đang đi trên bãi cỏ không?,"Có, nó đang đi trên bãi cỏ.",train
chicken_016.jpg,Có bao nhiêu con gà mái trong ảnh?,Có ba con gà mái trong ảnh.,train
chicken_016.jpg,Lông của những con gà mái màu gì?,Lông của chúng có màu đen tuyền.,train
chicken_016.jpg,Các con vật đang đứng ở khu vực nào?,Chúng đứng cạnh một hàng rào lưới.,train
chicken_016.jpg,Bức ảnh có một con gà trống phải không?,"Có, bức ảnh có một con gà trống.",train
chicken_017.jpg,Con vật đang đi dạo là con gì?,Đó là một con gà mái.,train
chicken_017.jpg,Con gà đang đi trên bề mặt nào?,Nó đang đi trên nền đất và cỏ.,train
chicken_017.jpg,Bức ảnh cho thấy bao nhiêu con gà?,Bức ảnh chỉ có một con gà.,train
chicken_017.jpg,Con gà này có lông màu trắng không?,"Không, nó có lông màu đen.",train
chicken_018.jpg,Toàn thân con gà có màu gì?,Toàn thân nó có màu nâu vàng.,train
chicken_018.jpg,Bạn đếm được bao nhiêu con vật?,Tôi đếm được một con vật.,train
chicken_018.jpg,Đây là loài vật gia cầm nào?,Đây là một con gà mái.,train
chicken_018.jpg,Con gà có đang đứng trong nhà không?,"Không, nó đang đứng ngoài trời.",train
chicken_019.jpg,Bức hình này chụp con gì?,Bức hình chụp một con gà trống.,train
chicken_019.jpg,Lông đuôi của con gà có màu gì?,Lông đuôi của nó màu đen xanh.,train
chicken_019.jpg,Có mấy con gà trong khung hình này?,Chỉ có một con gà trong hình.,train
chicken_019.jpg,Con gà có đứng gần hàng rào không?,"Có, nó đang đứng gần hàng rào.",train
chicken_020.jpg,Con gà đứng ở phía trước màu gì?,Nó có bộ lông màu xám tro.,train
chicken_020.jpg,Có bao nhiêu con gà mái màu xám?,Có hai con gà mái màu xám.,train
chicken_020.jpg,Điểm nổi bật trên đầu con gà là gì?,Nó có một cái mào màu đỏ.,train
chicken_020.jpg,Con gà xám có đang nhìn vào ống kính không?,"Không, nó đang nhìn sang hướng khác.",train
chicken_021.jpg,Đây là con vật gì?,Đây là một con gà.,train
chicken_021.jpg,Có bao nhiêu con gà trong ảnh?,Một con gà đang đứng trong ảnh.,train
chicken_021.jpg,Lông của con gà có màu gì?,Lông của con gà có màu đen.,train
chicken_021.jpg,Có phải con gà đang đứng trên cỏ không?,"Không, con gà đang đứng trên đất bùn.",train
chicken_022.jpg,Có phải đây là một con vịt không?,"Không, đây là một con gà.",train
chicken_022.jpg,Có bao nhiêu con gà ở đây?,Một con gà đang đứng trên thảm cỏ.,train
chicken_022.jpg,Con gà có bộ lông màu gì?,Con gà có bộ lông màu xám.,train
chicken_022.jpg,Con gà đang làm hành động gì?,Con gà đang nhấc một chân lên.,train
chicken_023.jpg,Trong ảnh có những con vật nào?,Hình ảnh gồm có gà trống và gà mái.,train
chicken_023.jpg,Trong ảnh có tất cả mấy con gà?,Bức ảnh có tất cả ba con gà.,train
chicken_023.jpg,Có phải con gà trống có lông trắng không?,"Có, con gà trống có lông màu trắng.",train
chicken_023.jpg,Đàn gà đang đứng ở khu vực nào?,Đàn gà đang đứng trong bãi cỏ xanh.,train
chicken_024.jpg,Con vật trong hình là con gì?,Đây là những con gà mái.,train
chicken_024.jpg,Có phải có ba con gà trong ảnh không?,"Không, hình ảnh chỉ có hai con gà.",train
chicken_024.jpg,Lông của những con gà có màu gì?,Lông của chúng có màu nâu vằn đen.,train
chicken_024.jpg,Ở chân con gà phía trước có gì?,Con gà có đeo một chiếc vòng xanh.,train
chicken_025.jpg,Đây là con gà trống hay gà mái?,Đây là một con gà trống.,train
chicken_025.jpg,Có mấy con gà trống trên đường đi?,Một con gà trống đang đứng trên đường.,train
chicken_025.jpg,Mào của con gà trống có màu gì?,Mào của con gà trống có màu đỏ.,train
chicken_025.jpg,Có phải con gà đang đi trên cỏ không?,"Không, con gà đang đi trên sỏi đá.",train
chicken_026.jpg,Những con vật này là con gì?,Đây là một đàn gà.,train
chicken_026.jpg,Đàn gà này có bao nhiêu con?,Đàn gà này có tất cả bốn con.,train
chicken_026.jpg,Có phải lông gà có màu trắng đen không?,"Có, lông của chúng có vằn đen trắng.",train
chicken_026.jpg,Các con gà đang làm gì trên cỏ?,Các con gà đang đi lại tìm thức ăn.,train
chicken_027.jpg,Đây là gà mẹ và các gà gì?,Đây là gà mẹ và các gà con.,train
chicken_027.jpg,Bức ảnh có bao nhiêu con gà con?,Bức ảnh có ba con gà con màu vàng.,train
chicken_027.jpg,Gà mẹ có bộ lông màu gì?,Gà mẹ có bộ lông màu nâu nhạt.,train
chicken_027.jpg,Có phải một gà con đang trên lưng mẹ?,"Có, một gà con đang nằm trên lưng mẹ.",train
chicken_028.jpg,Hai con vật trong ảnh là con gì?,Hai con vật này là gà mái.,train
chicken_028.jpg,Có bao nhiêu con gà trong hình?,Hai con gà đang đứng trong hình.,train
chicken_028.jpg,Lông của hai con gà có màu gì?,Lông của hai con gà có màu nâu.,train
chicken_028.jpg,Có phải hai con gà đang bay không?,"Không, hai con gà đang đứng trên cỏ.",train
chicken_029.jpg,Con vật đang cúi đầu là con gì?,Đó là một con gà mái.,train
chicken_029.jpg,Có phải có hai con gà ở đây không?,"Không, bức ảnh chỉ có một con gà mái.",train
chicken_029.jpg,Con gà mái có bộ lông màu gì?,Con gà mái có bộ lông màu nâu.,train
chicken_029.jpg,Con gà mái đang đi dạo ở đâu?,Con gà mái đang đi dạo trên cỏ.,train
chicken_030.jpg,Đàn gà đang xúm lại quanh cái gì?,Đàn gà đang xúm quanh một máng ăn.,train
chicken_030.jpg,Có tất cả bao nhiêu con gà?,Tám con gà đang vây quanh máng ăn.,train
chicken_030.jpg,Phần cổ của những con gà màu gì?,Phần cổ của chúng có màu nâu đỏ.,train
chicken_030.jpg,Có phải đàn gà đang ăn thức ăn không?,"Có, đàn gà đang ăn thức ăn trong máng.",train
chicken_031.jpg,Con vật nào đang đập cánh?,Con gà đang đập cánh.,train
chicken_031.jpg,Có bao nhiêu con chó trong ảnh?,Có một con chó trong ảnh.,train
chicken_031.jpg,Con gà có lông màu gì?,Con gà có lông màu vàng.,train
chicken_031.jpg,Con chó có đang đứng nhìn con gà không?,"Có, con chó đang đứng nhìn.",train
chicken_032.jpg,Những con vật trong ảnh là con gì?,Chúng là những con gà.,train
chicken_032.jpg,Có tổng cộng bao nhiêu con gà trong ảnh?,Có tám con gà trong ảnh.,train
chicken_032.jpg,Đa số gà trong ảnh có màu gì?,Đa số chúng có màu trắng.,train
chicken_032.jpg,Những con gà đang ở trong nhà phải không?,"Không, chúng đang ở ngoài trời.",train
chicken_033.jpg,Con vật có chiếc mào to là con gì?,Đó là một con gà trống.,train
chicken_033.jpg,Có mấy con gà mái trong bức ảnh?,Có hai con gà mái.,train
chicken_033.jpg,Những con gà đang đứng cạnh cái gì?,Chúng đang đứng cạnh hàng rào.,train
chicken_033.jpg,Gà trống có bộ lông màu trắng phải không?,"Không, nó có màu đen đỏ.",train
chicken_034.jpg,Những con vật này là con gì?,Đây là những con gà.,train
chicken_034.jpg,Lông của chúng có màu gì?,Lông của chúng màu vàng nhạt.,train
chicken_034.jpg,Có bao nhiêu con gà đang đi trên cỏ?,Có hai con gà trên cỏ.,train
chicken_034.jpg,Chân của chúng có nhiều lông không?,"Có, chân của chúng nhiều lông.",train
chicken_035.jpg,Con gà này có bộ lông màu gì?,Lông có màu đen và trắng.,train
chicken_035.jpg,Có mấy cái mào trên đầu con gà?,Có một cái mào màu đỏ.,train
chicken_035.jpg,Con gà đang đứng ở đâu?,Con gà đang đứng trên cỏ.,train
chicken_035.jpg,Con gà có đeo vòng ở chân không?,"Có, nó đang đeo một vòng.",train
chicken_036.jpg,Đàn gà đang ở khu vực nào?,Chúng đang ở trong khu chuồng.,train
chicken_036.jpg,Có bao nhiêu con gà ở sát lưới phía sau?,Có hai con gà ở sát lưới.,train
chicken_036.jpg,Những con gà phía trước có màu gì?,Chúng có bộ lông màu nâu nhạt.,train
chicken_036.jpg,Trong ảnh có xuất hiện gà trống không?,"Có, có một con gà trống.",train
chicken_037.jpg,Con gà trong ảnh là gà trống hay mái?,Đây là một con gà trống.,train
chicken_037.jpg,Đuôi của con gà có màu gì?,Đuôi của nó có màu đen.,train
chicken_037.jpg,Con gà có bao nhiêu cái chân?,Con gà có hai cái chân.,train
chicken_037.jpg,Con gà đang đứng trên cỏ xanh phải không?,"Có, nó đang đứng trên cỏ.",train
chicken_038.jpg,Con gà đang mặc trang phục gì?,Nó đang mặc một chiếc áo.,train
chicken_038.jpg,Chiếc áo của con gà có màu gì?,Áo có màu đỏ và trắng.,train
chicken_038.jpg,Có bao nhiêu con gà xuất hiện trong ảnh?,Chỉ có một con gà.,train
chicken_038.jpg,Chiếc áo có khóa kéo ở trước không?,"Có, chiếc áo có khóa kéo.",train
chicken_039.jpg,Bộ lông của con gà có màu gì?,Bộ lông của nó màu nâu.,train
chicken_039.jpg,Có bao nhiêu con gà trong bức hình?,Có một con gà trong hình.,train
chicken_039.jpg,Con gà đang đứng trên bề mặt gì?,Nó đang đứng trên rơm rạ.,train
chicken_039.jpg,Con gà có màu trắng phải không?,"Không, con gà có màu nâu.",train
chicken_040.jpg,Có bao nhiêu con gà trong bức ảnh?,Có hai con gà trong ảnh.,train
chicken_040.jpg,Hai con gà đều có lông màu gì?,Chúng đều có lông màu đen.,train
chicken_040.jpg,Những con gà đang đứng trên bề mặt nào?,Chúng đang đứng trên mặt đất.,train
chicken_040.jpg,Mào của chúng có màu đỏ không?,"Có, mào của chúng màu đỏ.",train
chicken_041.jpg,Đây là con vật gì?,Đây là một con gà trống.,train
chicken_041.jpg,Có bao nhiêu con gà trong ảnh?,Có một con gà trong ảnh.,train
chicken_041.jpg,Mào của con gà có màu gì?,Mào của con gà có màu đỏ.,train
chicken_041.jpg,Con gà có đang đứng trên cỏ không?,"Không, con gà đứng trên nền xi măng.",train
chicken_042.jpg,Con vật trong bức ảnh là gì?,Đó là một con gà trống.,train
chicken_042.jpg,Trong ảnh có mấy con vật?,Trong ảnh có một con vật.,train
chicken_042.jpg,Lông đuôi của con gà màu gì?,Lông đuôi của con gà màu đen.,train
chicken_042.jpg,Con gà có đứng cạnh hàng rào không?,"Có, con gà đứng cạnh hàng rào.",train
chicken_043.jpg,Đây là con gà trống hay gà mái?,Đây là một con gà mái.,train
chicken_043.jpg,Có mấy cái bóng của gà trên đất?,Có một cái bóng trên mặt đất.,train
chicken_043.jpg,Bộ lông của con gà có màu gì?,Bộ lông của con gà màu trắng.,train
chicken_043.jpg,Con gà có bộ lông màu đen không?,"Không, con gà có bộ lông màu trắng.",train
chicken_044.jpg,Con vật trong hình là con gì?,Con vật này là gà trống.,train
chicken_044.jpg,Con gà trống có bao nhiêu cái chân?,Con gà trống có hai cái chân.,train
chicken_044.jpg,Chân của con gà có màu gì?,Chân của con gà có màu vàng.,train
chicken_044.jpg,Con gà trống có mào đỏ phải không?,"Có, con gà trống có mào đỏ.",train
chicken_045.jpg,Con vật trong ảnh đang làm gì?,Con vật đang há mỏ để kêu.,train
chicken_045.jpg,Có mấy con vật trong bức hình?,Có một con vật trong bức hình.,train
chicken_045.jpg,Trên đầu con vật có điểm gì nổi bật?,Có một vệt màu đỏ trên đầu.,train
chicken_045.jpg,Con vật có đứng trên bãi cỏ không?,"Có, con vật đang đứng trên bãi cỏ.",train
chicken_046.jpg,Những con vật này là loại gà gì?,Đây là một đàn gà thả rông.,train
chicken_046.jpg,Có bao nhiêu con gà trong bức ảnh?,Có bốn con gà trong bức ảnh.,train
chicken_046.jpg,Lông của những con gà có màu gì?,Lông của những con gà màu nâu.,train
chicken_046.jpg,Những con gà có ở trong nhà không?,"Không, chúng đang ở trên bãi cỏ.",train
chicken_047.jpg,Đàn gà đang làm gì trên bãi cỏ?,Đàn gà đang tìm kiếm thức ăn.,train
chicken_047.jpg,Có bao nhiêu con gà lớn trong ảnh?,Có hai con gà lớn trong bức ảnh.,train
chicken_047.jpg,Con gà mái lớn có màu gì?,Con gà mái lớn có lông màu đen.,train
chicken_047.jpg,Trong ảnh có xuất hiện gà con không?,"Có, trong ảnh có nhiều con gà con.",train
chicken_048.jpg,Con vật trong ảnh là con gì?,Đây là một con gà sao.,train
chicken_048.jpg,Có mấy con vật xuất hiện trong ảnh?,Có một con vật xuất hiện trong ảnh.,train
chicken_048.jpg,Lông của con vật có họa tiết gì?,Lông của nó có nhiều chấm trắng.,train
chicken_048.jpg,Con vật có đang ngẩng cao đầu không?,"Không, con vật đang cúi đầu xuống đất.",train
chicken_049.jpg,Hai con gà đang làm hành động gì?,Hai con gà đang cúi mổ thức ăn.,train
chicken_049.jpg,Có bao nhiêu cái đầu gà trong ảnh?,Có hai cái đầu gà trong bức ảnh.,train
chicken_049.jpg,Mào của hai con gà có màu gì?,Mào của hai con gà có màu đỏ.,train
chicken_049.jpg,Hai con gà có bộ lông màu trắng không?,"Không, hai con gà có lông màu nâu.",train
chicken_050.jpg,Đây là con vật gì?,Đây là một con gà mái.,train
chicken_050.jpg,Có bao nhiêu con gà trong bức ảnh?,Có một con gà trong bức ảnh.,train
chicken_050.jpg,Con gà đang đứng trên nền đất màu gì?,Con gà đứng trên nền đất xám trắng.,train
chicken_050.jpg,Phía sau con gà có bức tường không?,"Có, phía sau con gà có bức tường.",train
chicken_051.jpg,Con vật trong ảnh là con gì?,Đây là một con gà.,train
chicken_051.jpg,Có bao nhiêu con gà trong bức ảnh này?,Trong ảnh có một con gà.,train
chicken_051.jpg,Bộ lông của con gà có màu gì?,Lông con gà có màu nâu.,train
chicken_051.jpg,Con gà có đang đứng trên thảm cỏ không?,"Có, nó đang đứng trên cỏ.",train
chicken_052.jpg,Con gà trống có cái gì trên đỉnh đầu?,Nó có một cái mào đỏ.,train
chicken_052.jpg,Bạn nhìn thấy tổng cộng mấy con gà?,Tôi thấy hai con gà.,train
chicken_052.jpg,Lông đuôi của con gà trống màu gì?,Lông đuôi của nó màu đen.,train
chicken_052.jpg,Gà trống có nhìn thẳng vào ống kính không?,"Không, nó đang nhìn sang bên.",train
chicken_053.jpg,Con gà đứng gần ống kính nhất là gà gì?,Đó là một con gà nâu.,train
chicken_053.jpg,Có bao nhiêu con gà màu trắng trong ảnh?,Có hai con gà màu trắng.,train
chicken_053.jpg,Con gà trắng bên phải đang làm gì?,Nó đang bước đi trên cỏ.,train
chicken_053.jpg,Bãi cỏ trong bức ảnh có màu xanh không?,"Có, bãi cỏ có màu xanh.",train
chicken_054.jpg,Những con gà này đang đứng cạnh cái gì?,Chúng đang đứng cạnh gốc cây.,train
chicken_054.jpg,Có mấy con gà trong bức hình này?,Có hai con gà trong hình.,train
chicken_054.jpg,Con gà bên trái đang làm hành động gì?,Nó đang cúi đầu xuống đất.,train
chicken_054.jpg,Hai con gà này có bộ lông màu trắng không?,"Không, chúng có bộ lông đen.",train
chicken_055.jpg,Con gà bên trái là gà trống hay mái?,Con gà bên trái là gà trống.,train
chicken_055.jpg,Bạn đếm được bao nhiêu cái mào gà?,Tôi đếm được hai cái mào.,train
chicken_055.jpg,Mỏ của con gà trống có màu gì?,Mỏ của nó có màu vàng.,train
chicken_055.jpg,Hai con gà có đang đứng gần nhau không?,"Có, chúng đứng rất gần nhau.",train
chicken_056.jpg,Bộ phận nào của con gà trống có màu đỏ?,Mào và tích gà màu đỏ.,train
chicken_056.jpg,Bức ảnh chụp bao nhiêu con gà trống?,Ảnh chụp một con gà trống.,train
chicken_056.jpg,Bộ lông của con gà trống có màu gì?,Con gà có lông màu trắng.,train
chicken_056.jpg,Con gà trống có đang nằm trên cỏ không?,"Không, nó đang đứng trên cỏ.",train
chicken_057.jpg,Phía sau hai con gà có vật gì?,Phía sau là một hàng rào.,train
chicken_057.jpg,Trong ảnh xuất hiện mấy con gà?,Có hai con gà xuất hiện.,train
chicken_057.jpg,Con gà đứng ở phía sau có màu gì?,Con gà phía sau màu xám.,train
chicken_057.jpg,Hai con gà có đứng trên bãi cỏ không?,"Không, chúng đứng trên nền đất.",train
chicken_058.jpg,Trong đàn có bao nhiêu con gà trống?,Có một con gà trống.,train
chicken_058.jpg,Bạn đếm được tất cả mấy con gà?,Tôi đếm được năm con gà.,train
chicken_058.jpg,Các con gà mái đang làm hành động gì?,Chúng đang cúi tìm thức ăn.,train
chicken_058.jpg,Lông đuôi của gà trống có màu đen không?,"Có, lông đuôi của nó màu đen.",train
chicken_059.jpg,Đuôi của con gà trống này trông như thế nào?,Đuôi của nó dài và cong.,train
chicken_059.jpg,Có mấy con vật trong bức hình này?,Chỉ có một con vật.,train
chicken_059.jpg,Con gà đang hướng mặt về bên nào?,Nó đang quay mặt sang trái.,train
chicken_059.jpg,Lông của con gà trống có màu đen không?,"Không, lông của nó màu trắng.",train
chicken_060.jpg,Phía sau đàn gà có thứ gì?,Có một hàng rào phía sau.,train
chicken_060.jpg,Bức ảnh này có tổng cộng mấy con gà?,Ảnh này có sáu con gà.,train
